"from","to","strength"
"HH___Main_income_source","HH_tot_income_quint_.neg",1
"HH___Main_income_source","HH___Ag_wage_labour",1
"HH___Main_income_source","HH___Occupation__job",1
"HH___Years_in_place","HH___Type_of_origin_place",1
"HH___Years_in_place","HH___House_own_rent",1
"HH___Place_of_Origin","District_codes_with_names.x",1
"HH___Educ_head_s_father_husb","District_codes_with_names.x",1
"HH___Local_area_unit_name","State_code.x",1
"HH___Local_area_unit_name","HH___Any_owned_or_cultivated",1
"HH___Local_area_unit_name","HH___Rice__homegrown",1
"HH___Local_area_unit_name","HH___Wheat__homegrown",1
"HH___Local_units_acre","State_code.x",1
"HH___Local_units_acre","HH___Area_owned",1
"HH___Local_units_acre","HH__a_Rented_in_farmland",1
"HH___Local_units_acre","HH___Widows_Pension_Rs__yr",1
"HH___Any_owned_or_cultivated","Census___village_town.x",1
"HH___Any_owned_or_cultivated","HouseHold_question_pg___NHouseHold_question_any_work",1
"HH___Any_owned_or_cultivated","HouseHold_question__pg_Q__NHouseHold_question_family_farm",1
"HH___Any_owned_or_cultivated","HouseHold_question__pg_Q__NHouseHold_question_animal_care",1
"HH___Any_owned_or_cultivated","HH___Main_income_source",1
"HH___Any_owned_or_cultivated","HH___Local_area_unit_name",1
"HH___Any_owned_or_cultivated","HH__c_Rs_land_rented_out",1
"HH___Any_owned_or_cultivated","HH__e_Crop_Rs_land_rented_out",1
"HH___Any_owned_or_cultivated","HH___Crop_residue_sold",1
"HH___Any_owned_or_cultivated","HH__c_Meals_to_workers",1
"HH___Any_owned_or_cultivated","HH__b_Seeds_Homegrown",1
"HH___Any_owned_or_cultivated","HH___ID_farm_decision_maker",1
"HH___Any_owned_or_cultivated","HH__i_Rent_out_equipt_Rs",1
"HH___Any_owned_or_cultivated","HH___Busns__Work_place.1",1
"HH___Any_owned_or_cultivated","HH___KISAN_credit_card",1
"HH___Any_owned_or_cultivated","HH___Other_cereals__homegrown",1
"HH___Any_owned_or_cultivated","HH___Cereal_products__homegr",1
"HH___Any_owned_or_cultivated","HH___Pulses__homegrown",1
"HH___Any_owned_or_cultivated","HH___Sweeteners__homegrown",1
"HH___Any_owned_or_cultivated","HH___Edible_oil__homegrown",1
"HH___Any_owned_or_cultivated","HH___Milk__homegrown",1
"HH___Any_owned_or_cultivated","HH___Vegetables__homegrown",1
"HH___Any_owned_or_cultivated","HH___House_own_rent",1
"HH___Any_owned_or_cultivated","HH__c_Loan_purpose",1
"HH___Any_owned_or_cultivated","HH___Death___Rel_to_head.1",0.923076923076923
"HH___Any_owned_or_cultivated","HH___Death___Sex.1",1
"HH___Any_owned_or_cultivated","EH__a_Firewood_source",1
"HH___Any_owned_or_cultivated","EH__a_Dung_source",1
"HH___Any_owned_or_cultivated","EH__a_Crop_residue_source",1
"HH___Any_owned_or_cultivated","EH___Obs__Animals_kept_in",1
"HH___Any_owned_or_cultivated","HH____HH_ag_wages",1
"HH___Any_owned_or_cultivated","HH____Family_farm_work",1
"HH___Any_owned_or_cultivated","HH___Farm_work_days_year",1
"HH___Area_owned","HH___Local_units_acre",1
"HH___Area_owned","HH___Area_owned_._cultivated",1
"HH___Area_owned","HH__a_Area_rented_out",1
"HH___Area_owned_._cultivated","HH___Area_owned",1
"HH__a_Area_rented_out","HH___Area_owned",1
"HH__b_Cash.Crop_rented_out","District_codes_with_names.x",1
"HH__b_Cash.Crop_rented_out","HH__c_Rs_land_rented_out",1
"HH__e_Crop_Rs_land_rented_out","EH___Cancer",0.923076923076923
"HH__a_Rented_in_farmland","HH___Local_units_acre",1
"HH__c_Rs_paid_land_rented_in","HH__net_ag_rental_income",1
"HH__b_Irrigation_type_","District_codes_with_names.x",1
"HH__b_Irrigation_type_.1","District_codes_with_names.x",1
"HH__a_Hired_farm_labour_days","HH__b_Hired_farm_labour_Rs",0.923076923076923
"HH__b_Hired_farm_labour_Rs","HH__a_Hired_farm_labour_days",0.923076923076923
"HH___Irrigation_water_Rs","HH___Pesticides_Rs",0.923076923076923
"HH___Irrigation_water_Rs","HH_total_expenses_Editor_Check",0.923076923076923
"HH___Hired_Equipt_Animals_Rs","HH___Personal_care_Rs",1
"HH___Ag_loan_repayment_Rs","HH_total_expenses_Editor_Check",1
"HH___Farm_miscellaneous_Rs","HH__c_Rs_paid_land_rented_in",0.923076923076923
"HH_total_expenses_Editor_Check","HH___Fertilizers_Rs",1
"HH_total_expenses_Editor_Check","HH___Irrigation_water_Rs",0.923076923076923
"HH_total_expenses_Editor_Check","HH___Ag_loan_repayment_Rs",1
"HH__a_Own__Tubewells","HH__b_Own__Electric_Pumps",1
"HH__a_Own__Tubewells","HH__c_Own__Diesel_pumps",1
"HH__f_Own__Threshers","HH__d_Own__Bullock_carts",1
"HH__f_Own__Threshers","HH__e_Own__Tractors",0.923076923076923
"HH__a_Milch_cows","HH__a_Milk_._eggs_Rs",1
"HH__d_Goats","HH__e_Sheep",1
"HH__a_Milk_._eggs_Rs","HH__c_Feed_Purchased",1
"HH__b_Chicken_Livestock_Rs","HH__animal_net_inc",1
"HH__b_Feed_Home_residue","HH___Crop_residue_sold",1
"HH__b_Feed_Home_residue","HH__b_Crop_residue_own_use",1
"HH__b_Feed_Home_residue","HH__c_Draft_animals",0.923076923076923
"HH__a_Busns__Industry","HouseHold_question__pg_Q__NHouseHold_question_family_business",1
"HH__a_Busns__Industry","HH__b_Busns__Occupation",1
"HH__a_Busns__Industry","HH___Busns__Work_place",1
"HH__a_Busns__Industry","HH__a_Busns__Industry.1",1
"HH__a_Busns__Industry","HH___Family_business_work",1
"HH__a_Busns__Industry","HH___Busns__days_yr",1
"HH__b_Busns__Occupation","HH__a_Busns__type",1
"HH__b_Busns__Occupation","HH__b_Busns__Occupation.1",1
"HH___Busns__Gross_receipts","HH___Busns__Other_expenses",1
"HH___Busns__Paid_workers","HH___Busns__Net_income",0.923076923076923
"HH__a_Busns__Industry.1","HH__b_Busns__Occupation.1",1
"HH__a_Busns__Industry.1","HH___Busns__days_yr.2",1
"HH__b_Busns__Occupation.1","HH__a_Busns__type.1",1
"HH__b_Busns__Occupation.1","HH__a_Busns__Industry.2",1
"HH___Busns__Work_place.1","HH___Busns__Work_place",1
"HH___Busns__Work_place.1","HH___Busns__Work_place.2",1
"HH___Busns__Work_place.1","HH___Own__Clock_watch",1
"HH___Busns__Work_place.1","HH___Own__Cell_phone",1
"HH___Busns__Work_place.1","HH___Death___Rel_to_head.2",1
"HH___Busns__Work_place.1","EH____NLB_Vaccine_Cent",0.923076923076923
"HH___Busns__Work_place.1","HH____HH_nonagwages",1
"HH___Busns__Work_place.1","HH_tot_income_quint_.neg",1
"HH___Busns__Work_place.1","HH___Busns__days_yr.1",1
"HH___Busns__Work_place.1","HH___Disability_Pension_ID",1
"HH___Busns__Gross_Receipts","HH___Busns__Other_expenses.1",1
"HH___Busns__Gross_Receipts","HH___Busns__Gross_receipts.1",1
"HH___Busns__Other_expenses.1","HH___Busns__Net_income.1",1
"HH__a_Busns__Industry.2","HH__b_Busns__Occupation.2",1
"HH___Busns__Work_place.2","HH__i_Rent_out_equipt_Rs",1
"HH___Busns__Work_place.2","HH__a_Busns__Industry.2",1
"HH___Busns__Gross_receipts.1","HH___Busns__Other_expenses.2",1
"HH___Busns__Net_income.2","HH___Busns__Gross_receipts",1
"HH___Busns__Net_income.2","HH___Conveyance_Rs",1
"HH____Inc__interest","HH____property_inc__pensions_etc_",1
"HH____Inc__scholarship_gift","HH____govt_benefits.x",1
"HH____Govt_housing","HH__a_Govt_housing_Built_Rs",1
"HH____Govt_housing","HH__b_Govt_housing_Rs",1
"HH____Govt_housing","HH__c_Govt_housing_Materials_Rs",1
"HH____Govt_housing","HH__d_Govt_housing_latrines_Rs",1
"HH____Govt_housing","HH__e_Govt_housing_chulha_Rs",1
"HH____Govt_housing","HH___TV_hrs_day_Women",0.923076923076923
"HH___Inc__other_source_name","HH___Kerosene__Rs.1",1
"HH___Inc__other_source_name","HH___Edible_oil__lts",1
"HH___Inc__other_source_name","EH___Meals_per_day",1
"HH___Inc__other_source_name","EH___EWoman__Education",1
"HH___Inc__other_source_name","EH___Cash_in_hand",1
"HH___Inc__other_source_name","EH__a_Age_at_Gauna",1
"HH___Inc__other_source_name","EH__c_Age_at_Menarche",1
"HH____Ration_card","HH___Inc__other_source_name",1
"HH__a_Ration_card_type","HH____Govt_housing",1
"HH__b_Ration_card_N_listed","HH___Vegetables__Rs.1",0.923076923076923
"HH__d_Ration_card_no_use","District_codes_with_names.x",1
"HH___Ration_card_why_none","District_codes_with_names.x",1
"HH___Ration_card_why_none","HH____Ration_card",1
"HH___LIC_Life_insurance","HH___Health_insurance",1
"HH___LIC_Life_insurance","HH___Insurance_premiums_Rs",0.923076923076923
"HH___KISAN_credit_card","HH___Own__Credit_card",1
"HH___Radio_regular_Men","District_codes_with_names.x",1
"HH___Radio_regular_Men","HH___TV_regular_Men",1
"HH___Radio_regular_Men","HH___Radio_regular_Women",1
"HH___Radio_regular_Men","HH___Radio_regular_Kids",1
"HH___Newspaper_regular_Men","HH___Newspaper_regular_Women",1
"HH___Newspaper_regular_Men","HH___Newspaper_regular_Kids",1
"HH___TV_regular_Men","HH___Newspaper_regular_Men",1
"HH___TV_regular_Men","HH___TV_news_regular_Men",1
"HH___TV_regular_Men","HH___TV_regular_Women",1
"HH___TV_regular_Men","HH___TV_regular_Kids",1
"HH___TV_hrs_day_Men","State_code.x",1
"HH___TV_news_regular_Men","HH___TV_news_regular_Women",1
"HH___TV_news_regular_Men","HH___TV_news_regular_Kids",1
"HH___Radio_regular_Women","HH___Radio_regular_Kids",1
"HH___Newspaper_regular_Women","HH___TV_news_regular_Women",1
"HH___Newspaper_regular_Women","HH___Newspaper_regular_Kids",1
"HH___TV_regular_Women","HH___Radio_regular_Kids",1
"HH___TV_regular_Women","HH___TV_regular_Kids",1
"HH___TV_regular_Women","HH___Own__B_W_TV",1
"HH___TV_regular_Women","HH___Own__Colour_TV",1
"HH___TV_news_regular_Women","HH___TV_regular_Women",1
"HH___TV_news_regular_Women","HH___TV_news_regular_Kids",1
"HH___Radio_regular_Kids","HH___Newspaper_regular_Kids",1
"HH___Newspaper_regular_Kids","HH___TV_news_regular_Kids",1
"HH___TV_regular_Kids","HH___Radio_regular_Kids",1
"HH___TV_regular_Kids","HH___Newspaper_regular_Kids",1
"HH___TV_regular_Kids","HH___TV_hrs_day_Kids",1
"HH___TV_regular_Kids","HH___TV_news_regular_Kids",1
"HH___TV_regular_Kids","EH__c_Homework_Children",1
"HH___Rice__kg","HH___Rice__Rs",1
"HH___Rice__homegrown","HH___Local_area_unit_name",1
"HH___Wheat__homegrown","HH___Local_area_unit_name",1
"HH___Wheat__homegrown","HH___Irrigation_water_Rs",0.923076923076923
"HH___Wheat__homegrown","HH___Sugar__homegrown",1
"HH___Sugar__homegrown","HH___Wheat__homegrown",1
"HH___Sugar__market_price","District_codes_with_names.x",1
"HH___Sugar__PDS_price","State_code.x",1
"HH___Kerosene__Rs","HH___Kerosene__Lts",1
"HH___Kerosene__Rs","EH__b_Kerosene_Rs",1
"HH___Kerosene__Rs","EH___LB_N_checkups",1
"HH___Kerosene__Lts","HH___Kerosene__Rs",1
"HH___Kerosene__Lts","HH___Kerosene__PDS_lts",1
"HH___Kerosene__market_price","District_codes_with_names.x",1
"HH___Kerosene__PDS_price","District_codes_with_names.x",1
"HH___Other_cereals__kg","HH___Milk_products__price",0.923076923076923
"HH___Other_cereals__price","District_codes_with_names.x",1
"HH___Other_cereals__price","Largest__metro_areas__.y",1
"HH___Cereal_products__Rs","HH___Cereal_products__kg",0.923076923076923
"HH___Cereal_products__Rs","HH___Cereal_products__Rs.1",1
"HH___Pulses__kg","HH___Pulses__Rs",1
"HH___Pulses__Rs.1","HH___Pulses__Rs",1
"HH___Pulses__Rs.1","HH___Pulses__price",1
"HH___Meat__Rs","HH___Meat__kg",1
"HH___Meat__Rs","HH___Meat__Rs.1",1
"HH___Sweeteners__Rs.1","HH___Sweeteners__Rs",1
"HH___Sweeteners__Rs.1","HH___Sweeteners__kg",1
"HH___Sweeteners__Rs.1","HH___Sweeteners__price",1
"HH___Edible_oil__Rs","HH___Meat__Rs",1
"HH___Edible_oil__Rs","HH___Edible_oil__Rs.1",1
"HH___Edible_oil__Rs","EH__a_Time_to_summer_water",1
"HH___Edible_oil__Rs.1","HH___Pulses__Rs.1",1
"HH___Edible_oil__Rs.1","HH___Edible_oil__price",0.923076923076923
"HH___Eggs__Rs","HH___Eggs__dozens",1
"HH___Eggs__Rs","HH___Eggs__Rs.1",1
"HH___Eggs__homegrown","HH___Meat__homegrown",0.923076923076923
"HH___Eggs__Rs.1","HH___Eggs__Rs",1
"HH___Milk__Rs","HH___Milk__lts",1
"HH___Milk__Rs","HH___Milk__Rs.1",1
"HH___Milk__homegrown","HH___Milk_products__homegr",1
"HH___Milk__homegrown","EH__a_Dung_source",1
"HH___Milk__homegrown","HH____Animal_care",1
"HH___Milk_products__Rs","HH__animal_net_inc",0.923076923076923
"HH___Milk_products__homegr","HH___Milk_products__Rs",0.923076923076923
"HH___Vegetables__Rs","HH___Vegetables__price",1
"HH___Vegetables__Rs","HH___Vegetables__Rs.1",1
"HH___Fuel_Light_Rs","EH__c_Electricity_Rs",1
"HH___House_Other_rent_Rs","HH___Crockery_utensils_Rs",1
"HH___Medical_in_patient_Rs","EH___MJmorb_Cost_Dr_hosp",0.923076923076923
"HH___Own__Cycle_bicycle","HH___Own__Clock_watch",1
"HH___Own__Sewing_machine","HH_EH__hh_goods_._housing.x",1
"HH___Own__Sewing_machine","HH__c_Rs_land_rented_out",1
"HH___Own__Generator_set","HH___Sweeteners__kg",1
"HH___Own__Mixer_grinder","HH___Newspaper_regular_Men",1
"HH___Own__Motor_cycle","HH__b_Feed_Home_residue",1
"HH___Own__Motor_cycle","HH___Own__Cell_phone",1
"HH___Own__B_W_TV","HH___Own__Colour_TV",1
"HH___Own__Colour_TV","HH___Own__Air_cooler",1
"HH___Own__Colour_TV","HH___Own__Refrigerator",1
"HH___Own__Air_cooler","HH___Own__Generator_set",1
"HH___Own__Air_cooler","HH___Own__Colour_TV",1
"HH___Own__Air_cooler","HH___Own__Refrigerator",0.923076923076923
"HH___Own__Air_cooler","HH___Own__Air_conditioner",1
"HH___Own__Clock_watch","HH___Own__Cycle_bicycle",1
"HH___Own__Clock_watch","HH___Own__Footwear",1
"HH___Own__Electric_fan","HH___Busns__Work_place.1",1
"HH___Own__Electric_fan","HH___Own__Clock_watch",1
"HH___Own__Electric_fan","HH___Own__Footwear",1
"HH___Own__Electric_fan","EH__a_Vent_in_cooking_place",0.923076923076923
"HH___Own__Electric_fan","EH___HH_electricity",1
"HH___Own__Electric_fan","EH__d_Fuel_Coll_girls",0.923076923076923
"HH___Own__Chair_table","HH___Own__Clock_watch",1
"HH___Own__Chair_table","HH___Own__Cot",1
"HH___Own__Chair_table","HH___Own__Footwear",1
"HH___Own__Chair_table","EH__a_AIDS_Sex",1
"HH___Own__Chair_table","EH__a_R_Marriage__",1
"HH___Own__Telephone","HH___School_books_Rs",0.923076923076923
"HH___Own__Telephone","HH___Own__Refrigerator",1
"HH___Own__Telephone","HH___Own__Car",1
"HH___Own__Cell_phone","HH___Busns__Paid_workers",1
"HH___Own__Cell_phone","HH___Own__Computer",1
"HH___Own__Refrigerator","HH___Own__Air_cooler",0.923076923076923
"HH___Own__Refrigerator","HH___Own__Telephone",1
"HH___Own__Refrigerator","EH__d_Wed_Gift__car",1
"HH___Own__Pressure_cooker","HH___Own__Mixer_grinder",1
"HH___Own__Pressure_cooker","HH___Own__Refrigerator",1
"HH___Own__Car","HH___Transport_equipt_Rs",1
"HH___Own__Car","HH___Own__Generator_set",1
"HH___Own__Car","HH___Own__Air_conditioner",1
"HH___Own__Car","HH___Own__Computer",1
"HH___Own__Air_conditioner","HH___Own__Credit_card",1
"HH___Own__Washing_machine","HH___Own__Car",1
"HH___Own__Washing_machine","HH___Own__Air_conditioner",1
"HH___Own__Computer","HH___Recreation_goods_Rs",1
"HH___Own__Computer","HH___Other_personal_Rs",1
"HH___Own__Computer","HH___Own__Cell_phone",1
"HH___Own__Computer","HH___Own__Credit_card",1
"HH___Own__Credit_card","HH___Own__Air_conditioner",1
"HH___Own__Credit_card","HH___Own__Computer",1
"HH___Own___clothes","HH___Own__Footwear",1
"HH___Own__Footwear","HH__a_Land_from_govt",0.923076923076923
"HH___Own__Footwear","HH___Own___clothes",1
"HH__d_Loan_source","District_codes_with_names.x",1
"HH__d_Loan_source","HH__c_Loan_purpose",1
"HH__d_Loan_source","HH__e_Loan_monthly_rate",1
"HH__f_Loan_repayment","HH__a_Yrs_ago_largest_loan",1
"HH__a_Land_sold_to_pay","HH___Milk__price",1
"HH__b_Jewelery_sold_to_pay","HH__a_Land_sold_to_pay",1
"HH__a_Debt_with_shopkeeper","HH__b_Jewelery_sold_to_pay",1
"HH__a_Netwk_Medical","HH__b_Netwk_Med_type",1
"HH__a_Netwk_Medical","HH__c_Netwk_Med_Sex",1
"HH__a_Netwk_Medical","HH__d_Netwk_Med_Relation",1
"HH__a_Netwk_Medical","HH__e_Netwk_Med_Community",1
"HH__a_Netwk_Medical","HH__f_Netwk_Med_Residence",1
"HH__a_Netwk_Medical","HH__a_Netwk_School",1
"HH__b_Netwk_Med_type","HH__c_Netwk_Med_Sex",1
"HH__d_Netwk_Med_Relation","HH__e_Netwk_Med_Community",1
"HH__d_Netwk_Med_Relation","HH__d_Netwk_School_Relation",1
"HH__d_Netwk_Med_Relation","HH__d_Netwk_Govt_Relation",1
"HH__e_Netwk_Med_Community","HH__e_Netwk_School_Community",1
"HH__a_Netwk_School","HH__b_Netwk_School_type",1
"HH__a_Netwk_School","HH__c_Netwk_School_Sex",1
"HH__a_Netwk_School","HH__e_Netwk_School_Community",1
"HH__a_Netwk_School","HH__f_Netwk_School_Residence",1
"HH__a_Netwk_School","HH__a_Netwk_Govt_service",1
"HH__d_Netwk_School_Relation","HH__e_Netwk_School_Community",1
"HH__d_Netwk_School_Relation","HH__d_Netwk_Govt_Relation",1
"HH__e_Netwk_School_Community","HH__e_Netwk_Med_Community",1
"HH__e_Netwk_School_Community","HH__a_Netwk_School",1
"HH__e_Netwk_School_Community","HH__d_Netwk_School_Relation",1
"HH__e_Netwk_School_Community","HH__e_Netwk_Govt_Community",1
"HH__f_Netwk_School_Residence","HH__f_Netwk_Med_Residence",0.923076923076923
"HH__a_Netwk_Govt_service","HH__c_Netwk_Govt_Sex",1
"HH__a_Netwk_Govt_service","HH__f_Netwk_Govt_Residence",1
"HH__a_Netwk_Govt_service","HH___Government_job",1
"HH__d_Netwk_Govt_Relation","HH__e_Netwk_Govt_Community",1
"HH__e_Netwk_Govt_Community","HH__a_Netwk_Govt_service",1
"HH___Member_Mahila_mandal","District_codes_with_names.x",1
"HH___Member_Mahila_mandal","HH___Member_Self_Help",1
"HH___Member_Youth_Sports_Read","District_codes_with_names.x",1
"HH___Member_Union_Busns","District_codes_with_names.x",1
"HH___Member_Self_Help","District_codes_with_names.x",1
"HH___Member_Self_Help","HH___Member_Mahila_mandal",1
"HH___Member_Self_Help","HH___Member_Credit_Savings",1
"HH___Member_Self_Help","HH___Member_Development_NGO",0.923076923076923
"HH___Member_Credit_Savings","District_codes_with_names.x",1
"HH___Member_Credit_Savings","HH___Member_Self_Help",1
"HH___Member_Relig_Social","HH___Member_Caste_Assoc",1
"HH___Member_Relig_Social","EH___Husband__N_sisters",0.923076923076923
"HH___Member_Relig_Social","EH__c_NLB_prob_Convulsions",1
"HH___Member_Cooperative","District_codes_with_names.x",1
"HH___Voted__election","District_codes_with_names.x",1
"HH___Voted__election","HH___Vegetables__kg",1
"HH___Attend_public_meeting","HH___Official_in_panchayat",1
"HH___Conflict_in_village","HH___Conflict_among_jatis",1
"HH___Solve_local_problems","HH___Member_Relig_Social",1
"HH___Solve_local_problems","HH___Conflict_in_village",1
"HH___Solve_local_problems","EH___Belief_Pregnancy",1
"HH___Theft","HH___Breaking_in",1
"HH___Attack_threat","District_codes_with_names.x",1
"HH___Attack_threat","HH___Breaking_in",1
"HH___Harassment_of_girls","District_codes_with_names.x",1
"HH___Confidence__Pols","HH___Confidence__State_govt",1
"HH___Confidence__Military","District_codes_with_names.x",1
"HH___Confidence__Police","HH___Confidence__State_govt",1
"HH___Confidence__State_govt","HH___Confidence__Pols",1
"HH___Confidence__State_govt","HH___Confidence__Police",1
"HH___Confidence__State_govt","HH___Confidence__Panchayats",1
"HH___Confidence__Newspapers","HH___Confidence__Panchayats",1
"HH___Confidence__Panchayats","HH___Confidence__State_govt",1
"HH___Confidence__Panchayats","HH___Confidence__Newspapers",1
"HH___Confidence__Schools","HH___Confidence__Medical",1
"HH___Confidence__Medical","HH___Confidence__Schools",1
"HH___Confidence__Medical","HH___Confidence__Courts",1
"HH___Confidence__Courts","HH___Confidence__Medical",1
"HH___Confidence__Courts","HH___Confidence__Banks",1
"HH___Confidence__Banks","HH___Confidence__Courts",1
"HH___Any_deaths","HH__g_Own__Bio_gas_plants",1
"HH___Any_deaths","HH___Medical_in_patient_Rs",0.923076923076923
"HH___Any_deaths","HH___Death___Rel_to_head",1
"HH___Any_deaths","HH___Death___Age",1
"HH___Any_deaths","HH___Death___Cause",1
"HH___Death___Rel_to_head","HH___Any_deaths",1
"HH___Death___Rel_to_head","HH___Death___Age",1
"HH___Death___Sex","HH___Any_deaths",1
"HH___Death___Age","HH___Any_deaths",1
"HH___Death___Cause","HH___Any_deaths",1
"HH___Death___Rel_to_head.1","District_codes_with_names.x",1
"HH___Death___Rel_to_head.1","EH___Number_of_rooms",1
"HH___Death___Sex.1","HH___Death___Sex",1
"HH___Death___Age.1","HH___N_in_HH",1
"HH___Death___Cause.1","State_code.x",1
"HH___Death___Rel_to_head.2","HH___N___in_HH.2",1
"HH___Death___Rel_to_head.2","HH___Type_of_origin_place",1
"HH___Death___Rel_to_head.2","HH__b_Cash.Crop_rented_in",1
"HH___Death___Rel_to_head.2","HH___Better_off_last__yrs",1
"HH___Death___Rel_to_head.2","HH__a_Ration_card_type",1
"HH___Death___Rel_to_head.2","HH___Own__Mixer_grinder",1
"HH___Death___Rel_to_head.2","HH___Own__Motor_cycle",1
"HH___Death___Rel_to_head.2","HH___Own__Colour_TV",1
"HH___Death___Rel_to_head.2","HH___Own__Telephone",1
"HH___Death___Rel_to_head.2","HH__b_Netwk_Govt_type",1
"HH___Death___Rel_to_head.2","HH___Death___Age",1
"HH___Death___Rel_to_head.2","HH___Death___Age.1",1
"HH___Death___Rel_to_head.2","EH___Number_of_rooms",0.923076923076923
"HH___Death___Rel_to_head.2","EH__a_Crop_residue_source",1
"HH___Death___Rel_to_head.2","EH___st_marriage_Status",1
"HH___Death___Rel_to_head.2","EH__a_Birth_ID__NLB",0.923076923076923
"HH___Death___Rel_to_head.2","Imputed_age_at_first_gauna",1
"HH___Death___Rel_to_head.2","HH___NGOs_Rs",1
"HH___Death___Rel_to_head.2","HH___Educ__ndary_class",1
"HH___Death___Rel_to_head.2","HH___Educ__Post_nd_subj",1
"HH___Death___Rel_to_head.2","EH___Free_books",1
"HH___Death___Rel_to_head.2","EH__a_Liquid_intake_if_Diarrhoea",1
"HH___Death___Rel_to_head.2","EH___High_BP",1
"HH___Death___Age.2","HouseHold_question__pg_Q__NHouseHold_question_animal_care",1
"HH___Death___Age.2","HH___Pulses__Rs.1",1
"HH___Death___Age.2","HH___Vegetables__Rs",1
"EH___District_Code","EH_dist_Ch__School_district",1
"EH___Tehsil_Taluka_Code","PSU__village_neighborhood_code.x",1
"EH___Tehsil_Taluka_Code","Census___village_town.x",1
"EH___Tehsil_Taluka_Code","HH___Tehsil_taluka_code",1
"EH___Tehsil_Taluka_Code","HH___Rural_Urban_slum",1
"EH___Rural_Urban_Slum","HH___Type_of_origin_place",1
"EH___Intvw_Language_Code","State_code.x",1
"EH___Intvw_Language_Code","HH___Edible_oil__Rs",1
"EH___Intvw_Language_Code","HH__c_Netwk_Med_Sex",1
"EH___Intvw_Language_Code","EH__h_NLB_checkup_Amnio",1
"EH___Intvw_Language_Code","EH____NLB_Sex_determine",0.923076923076923
"EH___Ch__Code","HH___N___in_HH.1",1
"EH___Ch__Code","EH___Ch__roster_id",1
"EH___Ch__Code","EH___EWoman__Age",1
"EH___Ch__Code","EH___Test_ID",1
"EH___Ch__School_enrolment","District_codes_with_names.x",1
"EH___Ch__School_enrolment","EH___Ch__School_enrolment.1",1
"EH___Ch__Faculty_attendance","EH___Ch__Teacher_attendance",1
"EH___Ch__Faculty_attendance","EH___Ch__Faculty_attendance.1",1
"EH___Ch__Teacher_attendance","EH___Ch__Teacher_attendance.1",1
"EH___Ch__Local_teacher","EH___Ch__Local_teacher.1",1
"EH___Ch__Fair_Teacher","EH___Ch__Teacher_attendance",1
"EH___Ch__Fair_Teacher","EH___Ch__Good_Teacher",1
"EH___Ch__Fair_Teacher","EH___Ch__Fair_teacher",1
"EH___Ch__Good_Teacher","EH___Ch__Faculty_attendance",1
"EH___Ch__Good_Teacher","EH___Ch__Teacher_attendance",1
"EH___Ch__Good_Teacher","EH___Ch__Good_Teacher.1",1
"EH___Ch__Biased_Teacher","District_codes_with_names.x",1
"EH___Ch__Biased_Teacher","EH___Ch__Fair_Teacher",1
"EH___Ch__Biased_Teacher","EH___Ch__Good_Teacher",1
"EH___Ch__Biased_Teacher","EH___Ch__Biased_teacher",1
"EH___Ch__PTA_participation","EH___Ch__._teacher_discuss",0.923076923076923
"EH___Ch__PTA_participation","EH___Ch__PTA_participation.1",1
"EH___Ch__._teacher_discuss","EH___Ch__._teacher_discuss.1",1
"EH___Ch__Average_student","EH___Ch__Faculty_attendance",1
"EH___Ch__Average_student","EH___Ch__School_enjoyment",1
"EH___Ch__Average_student","EH___Ch__School_enjoyment.1",1
"EH___Ch__School_enjoyment","EH___Ch__Good_Teacher",1
"EH___Ch__School_enjoyment","EH___Ch__._Repeats",1
"EH___Ch__School_enjoyment","EH___Ch__School_enjoyment.1",1
"EH___Ch__._Repeats","EH___Ch__._Repeats.1",1
"EH__a_Ch__Ever_praised","EH__b_Ch__Ever_beaten",1
"EH__a_Ch__Ever_praised","EH__a_Ch__Ever_praised.1",1
"EH__a_Ch__Ever_praised","EH__b_Ch__Ever_beaten.1",1
"EH__b_Ch__Ever_beaten","EH___Ch__._Repeats",1
"EH__b_Ch__Ever_beaten","EH__b_Ch__Ever_beaten.1",1
"EH_dist_Ch__School_district","EH___District_Code",1
"EH_psu_Ch__School_PSU","HH___Village_town_code",1
"EH_sch_Ch__School_code","EH_sch_Ch__School_code.1",1
"EH___Ch__roster_id","HouseHold_question_pg___NHouseHold_question_any_work",1
"EH___Ch__roster_id","HH___Rice__kg",0.923076923076923
"EH___Ch__roster_id","EH___Ch__Code",1
"EH___Ch__roster_id","EH__d_Cooking_Sr_female",0.923076923076923
"EH___Ch__roster_id","EH__c_Purchase_Sr_male",1
"EH___Ch__roster_id","EH__d_Perm_Sr_Female__health_centre",0.923076923076923
"EH___Ch__roster_id","EH__a_Birth_ID__NLB",1
"EH___Ch__School_enrolment.1","EH__a_LB_Age_at_diet_supp",1
"EH___Ch__Faculty_attendance.1","EH___Ch__Teacher_attendance.1",1
"EH___Ch__Local_teacher.1","EH___Ch__Faculty_attendance",1
"EH___Ch__Fair_teacher","EH___Ch__Good_Teacher.1",1
"EH___Ch__Good_Teacher.1","EH___Ch__Good_Teacher",1
"EH___Ch__Good_Teacher.1","EH___Ch__Fair_teacher",1
"EH___Ch__Biased_teacher","EH___Ch__Fair_teacher",0.923076923076923
"EH___Ch__PTA_participation.1","EH___Purify_water",0.923076923076923
"EH___Ch__Average_student.1","District_codes_with_names.x",1
